title|doi
Teaching Video NeuroImages: Cluster Breathing in Brainstem-Sparing Bihemispheric Cerebral and Cerebellar Lesions|10.1212/wnl.0000000000011215
Transitional Care for Young People with Neurological Disorders: A Scoping Review with A Focus on Patients with Movement Disorders|10.1002/mds.28381
Fosmetpantotenate Randomized Controlled Trial in Pantothenate Kinase–Associated Neurodegeneration|10.1002/mds.28392
From iPS Cells to Rodents and Nonhuman Primates: Filling Gaps in Modeling Parkinson's Disease|10.1002/mds.28387
Modernizing Daily Function Assessment in Parkinson's Disease Using Capacity, Perception, and Performance Measures|10.1002/mds.28377
Levodopa-responsive progressive encephalomyelitis with rigidity and myoclonus associated with glycine receptor antibodies|10.1016/j.parkreldis.2020.11.008
Acquired dysregulation of dopamine homeostasis reproduces features of Parkinson’s disease|10.1038/s41531-020-00134-x
Exosome markers of LRRK2 kinase inhibition|10.1038/s41531-020-00138-7
Human Dopaminergic Neurons Lacking PINK1 Exhibit Disrupted Dopamine Metabolism Related to Vitamin B6 Co-Factors|10.1016/j.isci.2020.101797
Molecular estimation of neurodegeneration pseudotime in older brains|10.1038/s41467-020-19622-y
Validation of human microRNA target pathways enables evaluation of target prediction tools|10.1093/nar/gkaa1161
Association of MRI Measures With Disease Severity and Progression in Progressive Supranuclear Palsy|10.3389/fneur.2020.603161
Brain Endothelial P-Glycoprotein Level Is Reduced in Parkinson’s Disease via a Vitamin D Receptor-Dependent Pathway|10.3390/ijms21228538
Contributing Factors and Evolution of Impulse Control Disorder in the Luxembourg Parkinson Cohort|10.3389/fneur.2020.578924
Hierarchical cluster analysis of multimodal imaging data identifies brain atrophy and cognitive patterns in Parkinson’s disease|10.1016/j.parkreldis.2020.11.010
Probabilistic Modelling of Gait for Robust Passive Monitoring in Daily Life|10.1109/jbhi.2020.3037857
Amyloid-like oligomerization of AIMP2 contributes to α-synuclein interaction and Lewy-like inclusion|10.1126/scitranslmed.aax0091
Cortical connectivity of the nucleus basalis of Meynert in Parkinson’s disease and Lewy body dementias|10.1093/brain/awaa411
Overlooked cryptic diversity inMuschampia(Lepidoptera: Hesperiidae) adds two species to the European butterfly fauna|10.1093/zoolinnean/zlaa171
The Library Derived 4554W Peptide Inhibits Primary Nucleation of α-Synuclein|10.1016/j.jmb.2020.11.005
A machine learning-based classification approach on Parkinson’s disease diffusion tensor imaging datasets|10.1186/s42466-020-00092-y
A novel systems biology approach to evaluate mouse models of late-onset Alzheimer’s disease|10.1186/s13024-020-00412-5
Characterization of Small-Molecule-Induced Changes in Parkinson's-Related Trafficking via the Nedd4 Ubiquitin Signaling Cascade|10.1016/j.chembiol.2020.10.008
Pharmacological antagonism of kainate receptor rescues dysfunction and loss of dopamine neurons in a mouse model of human parkin-induced toxicity|10.1038/s41419-020-03172-8
Recent advances in understanding and treatment of Parkinson’s disease|10.12703/b/9-6
Suicide and Lewy body dementia: Report of a Lewy body dementia association working group|10.1002/gps.5462
Case Report: Globus Pallidus Internus (GPi) Deep Brain Stimulation Induced Keyboard Typing Dysfunction|10.3389/fnhum.2020.583441
Levodopa Versus Dopamine Agonist after Subthalamic Stimulation in Parkinson's Disease|10.1002/mds.28382
Reforming the Process for Deep Brain Stimulation and Neurologic Device Approval in Rare Diseases|10.1001/jamaneurol.2020.4232
The economic benefit of timely, adequate, and adherence to Parkinson's disease treatment: the Value of Treatment Project 2|10.1111/ene.14584
Tremor-Dominant Cervical Dystonia: a Cerebellar Syndrome|10.1007/s12311-020-01211-w
Continuous Subcutaneous Levodopa Delivery for Parkinson’s Disease: A Randomized Study|10.3233/jpd-202285
A New MRI Measure to Early Differentiate Progressive Supranuclear Palsy From De Novo Parkinson's Disease in Clinical Practice: An International Study|10.1002/mds.28364
Clustering of Alzheimer’s and Parkinson’s disease based on genetic burden of shared molecular mechanisms|10.1038/s41598-020-76200-4
Genetic parkinsonisms and cancer: a systematic review and meta-analysis|10.1515/revneuro-2020-0083
Genome‐Wide Analysis of Copy Number Variation in Latin American Parkinson's Disease Patients|10.1002/mds.28353
Inhaled Levodopa as a Potential Treatment for Diphasic Dyskinesia|10.1002/mds.28361
Stereological investigation of 5-HT3 receptors in the substantia nigra and dorsal raphe nucleus in the rat|10.1016/j.jchemneu.2020.101881
Constipation and sleep behaviour disorder associate with processing speed and attention in males with Parkinson’s disease over five years follow-up|10.1038/s41598-020-75800-4
Population Prevalence of Deleterious SGCE Variants|10.5334/tohm.567
From trials to clinical practice: Temporal trends in the coverage of specialized allied health services for Parkinson's disease|10.1111/ene.14627
Automated Categorization of Parkinsonian Syndromes Using Magnetic Resonance Imaging in a Clinical Setting|10.1002/mds.28348
Cholinergic Denervation Patterns Across Cognitive Domains in Parkinson's Disease|10.1002/mds.28360
Disease modifying treatment trials in Parkinson’s disease: how to balance expectations and interests of patients, physicians and industry partners?|10.1186/s42466-020-00076-y
Endogenous Rab29 does not impact basal or stimulated LRRK2 pathway activity|10.1042/bcj20200458
Globus Pallidus Internus (GPi) Deep Brain Stimulation for Parkinson’s Disease: Expert Review and Commentary|10.1007/s40120-020-00220-5
Lack of evidence for association of UQCRC1 with Parkinson's disease in Europeans|10.1016/j.neurobiolaging.2020.10.030
Selective blockade of the 5-HT3 receptor acutely alleviates dyskinesia and psychosis in the parkinsonian marmoset|10.1016/j.neuropharm.2020.108386
The Emerging Role of the Lysosome in Parkinson’s Disease|10.3390/cells9112399
18F-flortaucipir PET to autopsy comparisons in Alzheimer’s disease and other neurodegenerative diseases|10.1093/brain/awaa276
A validation of a self-administered screening test for Parkinson's disease|10.1016/j.jns.2020.117116
Amyloid-PET and 18F-FDG-PET in the diagnostic investigation of Alzheimer's disease and other dementias|10.1016/s1474-4422(20)30314-8
Cell Replacement Therapy in Parkinson’s Disease—History of Development and Prospects for Use in Clinical Practice|10.1134/s0026893320060060
Development and Application of High-Throughput Single Cell Lipid Profiling: A Study of SNCA-A53T Human Dopamine Neurons|10.1016/j.isci.2020.101703
Estimation of Orofacial Kinematics in Parkinson’s Disease: Comparison of 2D and 3D Markerless Systems for Motion Tracking|10.1109/fg47880.2020.00112
Hitting the Bullseye: Are extracellular vesicles on target?|10.1002/jev2.12032
Isolated parkinsonism is an atypical presentation of GRN and C9orf72 gene mutations|10.1016/j.parkreldis.2020.09.019
Longitudinal evolution of non-motor symptoms according to age at onset in early Parkinson's disease|10.1016/j.jns.2020.117157
Multimodal assessment of nigrosomal degeneration in Parkinson's disease|10.1016/j.parkreldis.2020.09.021
Pharmaceutical Implications of Sex-Related RNA Divergence in Psychiatric Disorders|10.1016/j.tips.2020.09.003
Preferential microglial activation associated with pathological alpha synuclein transmission|10.1016/j.jocn.2020.09.027
Resting state activity and connectivity of the nucleus basalis of Meynert and globus pallidus in Lewy body dementia and Parkinson's disease dementia|10.1016/j.neuroimage.2020.117184
<p>Sensory Hypersensitivity Severity and Association with Obsessive-Compulsive Symptoms in Adults with Tic Disorder</p>|10.2147/ndt.s274165
Spatio-Temporal Attention and Magnification for Classification of Parkinson’s Disease from Videos Collected via the Internet|10.1109/fg47880.2020.00008
The challenge of developing adenosine A2A antagonists for Parkinson disease: Istradefylline, preladenant, and tozadenant|10.1016/j.parkreldis.2020.10.027
Time for a New Image of Parkinson Disease|10.1001/jamaneurol.2020.2412
Unmet needs in Parkinson disease: Motor and non-motor|10.1016/j.parkreldis.2020.09.024
Wrinkle in the plan: miR-34a-5p impacts chemokine signaling by modulating CXCL10/CXCL11/CXCR3-axis in CD4+, CD8+ T cells, and M1 macrophages|10.1136/jitc-2020-001617
Association study of DNAJC13, UCHL1, HTRA2, GIGYF2, and EIF4G1 with Parkinson's disease|10.1016/j.neurobiolaging.2020.10.019
Impact of age and sex correction on the diagnostic performance of dopamine transporter SPECT|10.1007/s00259-020-05085-2
Human Autopsy-Derived Scalp Fibroblast Biobanking for Age-Related Neurodegenerative Disease Research|10.3390/cells9112383
Challenges and opportunities for improving the landscape for Lewy body dementia clinical trials|10.1186/s13195-020-00703-5
Comparison of Machine learning models for Parkinson’s Disease prediction|10.1109/uemcon51285.2020.9298033
Genome‐Wide Association Studies of Cognitive and Motor Progression in Parkinson's Disease|10.1002/mds.28342
Sensitive ELISA-based detection method for the mitophagy marker p-S65-Ub in human cells, autopsy brain, and blood samples|10.1080/15548627.2020.1834712
Targeted sequencing of Parkinson’s disease loci genes highlights SYT11, FGF20 and other associations|10.1093/brain/awaa401
Altered Brain Functional Network in Parkinson Disease With Rapid Eye Movement Sleep Behavior Disorder|10.3389/fneur.2020.563624
Estimating the Effect of Early Treatment Initiation in Parkinson's Disease Using Observational Data|10.1002/mds.28339
Measuring Functional Status in Huntington's Disease|10.1002/mds.28363
Shared Genetics of Multiple System Atrophy and Inflammatory Bowel Disease|10.1002/mds.28338
The Effects of Respiratory Training in Parkinson’s Disease: A Systematic Review|10.3233/jpd-202223
Assessment of Emergency Department and Inpatient Use and Costs in Adult and Pediatric Functional Neurological Disorders|10.1001/jamaneurol.2020.3753
Intramolecular Povarov Reactions for the Synthesis of Chromenopyridine Fused 2-Pyridone Polyheterocycles Binding to α-Synuclein and Amyloid-β Fibrils|10.1021/acs.joc.0c01699
Effects of subthalamic nucleus deep brain stimulation on neuronal spiking activity in the substantia nigra pars compacta in a rat model of Parkinson’s disease|10.1016/j.neulet.2020.135443
Retinal Thickness Predicts the Risk of Cognitive Decline in Parkinson Disease|10.1002/ana.25944
Extracellular microRNA 3’ end modification across diverse body fluids|10.1080/15592294.2020.1834922
Reduced striatal vesicular monoamine transporter 2 in REM sleep behavior disorder: imaging prodromal parkinsonism|10.1038/s41598-020-74495-x
STN Versus GPi Deep Brain Stimulation for Action and Rest Tremor in Parkinson’s Disease|10.3389/fnhum.2020.578615
Stress and Mindfulness in Parkinson's Disease: Clinical Effects and Potential Underlying Mechanisms|10.1002/mds.28345
Divergent Effects of G2019S and R1441C LRRK2 Mutations on LRRK2 and Rab10 Phosphorylations in Mouse Tissues|10.3390/cells9112344
EphA4 regulates Aβ production via BACE1 expression in neurons|10.1096/fj.202001510r
Extrastriatal SPECT-DAT uptake correlates with clinical and biological features of de novo Parkinson's disease|10.1016/j.neurobiolaging.2020.10.016
Investigation of Somatic Mutations in Human Brains Targeting Genes Associated With Parkinson's Disease|10.3389/fneur.2020.570424
The gut microbiota–brain axis in behaviour and brain disorders|10.1038/s41579-020-00460-0
Integrated proteomics reveals brain-based cerebrospinal fluid biomarkers in asymptomatic and symptomatic Alzheimer’s disease|10.1126/sciadv.aaz9360
Modulation of beta bursts in subthalamic sensorimotor circuits predicts improvement in bradykinesia|10.1093/brain/awaa394
Patient-centred management of Parkinson's disease|10.1016/s1474-4422(20)30355-0
Patient-centred management of Parkinson's disease|10.1016/s1474-4422(20)30359-8
Patient-centred management of Parkinson's disease – Authors' reply|10.1016/s1474-4422(20)30360-4
Provisional case definitions for COVID-19-associated neurological disease|10.1016/s1474-4422(20)30373-2
The age-related trajectory of visual attention neural function is altered in adults living with HIV: A cross-sectional MEG study|10.1016/j.ebiom.2020.103065
Allosteric inhibition of LRRK2, where are we now|10.1042/bst20200424
Apolipoprotein E ε4 genotype and risk of freezing of gait in Parkinson's disease|10.1016/j.parkreldis.2020.10.033
Detect and correct bias in multi-site neuroimaging datasets|10.1016/j.media.2020.101879
Microgravity: A Tool for Protein Drug Development|10.47583/ijpsrr.2020.v64i02.014
Palliative Care for Persons Living With Parkinson Disease|10.1001/jama.2020.18333
Use of Cerebrospinal Fluid Biomarkers of Alzheimer’s Disease Risk in Mild Cognitive Impairment and Subjective Cognitive Decline in Routine Clinical Care in Germany|10.3233/jad-200794
What's happening in Neurology ® Clinical Practice|10.1212/wnl.0000000000010792
Long genes are more frequently affected by somatic mutations and show reduced expression in Alzheimer's disease: Implications for disease etiology|10.1002/alz.12211
The Human Coronavirus Receptor ANPEP (CD13) Is Overexpressed in Parkinson's Disease|10.1002/mds.28354
A 12-month, dose-level blinded safety and efficacy study of levodopa inhalation powder (CVT-301, Inbrija) in patients with Parkinson's disease|10.1016/j.parkreldis.2020.10.029
Epigenome-wide association study of Alzheimer’s disease replicates 22 differentially methylated positions and 30 differentially methylated regions|10.1186/s13148-020-00944-z
Lower Urinary Tract and Gastrointestinal Dysfunction Are Common in Early Parkinson’s Disease|10.1155/2020/1694547
Altered Functional Network Associated With Cognitive Performance in Early Parkinson Disease Measured by Eigenvector Centrality Mapping|10.3389/fnagi.2020.554660
Inflammatory bowel disease and Parkinson’s disease: common pathophysiological links|10.1136/gutjnl-2020-322429
Precision medicine in Parkinson’s disease patients with LRRK2 and GBA risk variants – Let’s get even more personal|10.1186/s40035-020-00218-x
Gait Progression Over 6 Years in Parkinson’s Disease: Effects of Age, Medication, and Pathology|10.3389/fnagi.2020.577435
Neuroimaging Advances in Parkinson's Disease and Atypical Parkinsonian Syndromes|10.3389/fneur.2020.572976
Robust Bayesian Analysis of Early-Stage Parkinson’s Disease Progression Using DaTscan Images|10.1109/tmi.2020.3031478
Effect of sex on aging-related decline of dopamine transporter in healthy subjects|10.1007/s12149-020-01538-8
Mitochondrial DNA damage as a potential biomarker of LRRK2 kinase activity in LRRK2 Parkinson’s disease|10.1038/s41598-020-74195-6
Pilot Evaluation of a Pragmatic Network for Integrated Care and Self‐Management in Parkinson's Disease|10.1002/mds.28332
A trial of buspirone for anxiety in Parkinson's disease: Safety and tolerability|10.1016/j.parkreldis.2020.10.020
Bundle analytics, a computational framework for investigating the shapes and profiles of brain pathways across populations|10.1038/s41598-020-74054-4
History of and Insights Into Spinal Cord Stimulation in Parkinson Disease|10.1177/1545968320956984
A detailed life history of a pleistocene steppe bison (Bison priscus) skeleton unearthed in Arctic Alaska|10.1016/j.quascirev.2020.106578
Extracellular clusterin limits the uptake of α‐synuclein fibrils by murine and human astrocytes|10.1002/glia.23920
Large eQTL meta-analysis reveals differing patterns between cerebral cortical and cerebellar brain regions|10.1038/s41597-020-00642-8
Restless Leg Syndrome and Objectively‐Measured Atherosclerosis in the Canadian Longitudinal Study on Aging|10.1002/mds.28326
Gait variability is linked to the atrophy of the Nucleus Basalis of Meynert and is resistant to STN DBS in Parkinson's disease|10.1016/j.nbd.2020.105134
Application of deep learning in detecting neurological disorders from magnetic resonance images: a survey on the detection of Alzheimer’s disease, Parkinson’s disease and schizophrenia|10.1186/s40708-020-00112-2
Characterization of a Cul9–Parkin double knockout mouse model for Parkinson’s disease|10.1038/s41598-020-73854-y
New Developments in Cholinergic Imaging in Alzheimer and Lewy Body Disorders|10.1007/s40473-020-00221-6
Rationale and Design of the PAIRED Trial: Partnered Dance Aerobic Exercise as a Neuroprotective, Motor, and Cognitive Intervention in Parkinson's Disease|10.3389/fneur.2020.00943
An Explainable Machine Learning Model for Early Detection of Parkinson's Disease using LIME on DaTSCAN Imagery|10.1016/j.compbiomed.2020.104041
Changes in Self- and Informant-Reported Frontal Behaviors in Parkinson’s Disease: A Longitudinal Study|10.1177/0891988720964257
Cognitive and motor deficits in older adults with HIV infection: Comparison with normal ageing and Parkinson’s disease|10.1111/jnp.12227
Minor hallucinations reflect early gray matter loss and predict subjective cognitive decline in Parkinson's disease|10.1111/ene.14576
Mitophagy alterations in Alzheimer's disease are associated with granulovacuolar degeneration and early tau pathology|10.1002/alz.12198
Phenotype-Agnostic Molecular Subtyping of Neurodegenerative Disorders: The Cincinnati Cohort Biomarker Program (CCBP)|10.3389/fnagi.2020.553635
A New Approach to the Development of Disease‐Modifying Therapies for PD; Fighting Another Pandemic|10.1002/mds.28310
Quantitative Digitography Measures Fine Motor Disturbances in Chronically Treated HIV Similar to Parkinson’s Disease|10.3389/fnagi.2020.539598
Segmental dystonia after radical neck dissection and radiotherapy: a case report|10.1007/s10072-020-04792-w
Assessment of Ataxia Rating Scales and Cerebellar Functional Tests: Critique and Recommendations|10.1002/mds.28313
Frequency and burden of gastrointestinal symptoms in familial dysautonomia|10.1007/s10286-020-00735-9
Impact of Subthalamic Deep Brain Stimulation on Impulse Control Disorders in Parkinson's Disease: A Prospective Study|10.1002/mds.28320
Kinase Domain Is a Dynamic Hub for Driving LRRK2 Allostery|10.3389/fnmol.2020.538219
Parkinson's: A Disease of Aberrant Vesicle Trafficking|10.1146/annurev-cellbio-100818-125512
Glioma-derived IL-33 orchestrates an inflammatory brain tumor microenvironment that accelerates glioma progression|10.1038/s41467-020-18569-4
How specific are non-motor symptoms in the prodrome of Parkinson's disease compared to other movement disorders?|10.1016/j.parkreldis.2020.10.003
The Pseudodystonia of Paroxysmal Sympathetic Hyperactivity: A Reversible Post‐Anoxic Complication|10.1002/mdc3.13095
Inflammation in Experimental Models of α‐Synucleinopathies|10.1002/mds.28264
Biomarkers of environmental manganese exposure and associations with childhood neurodevelopment: a systematic review and meta-analysis|10.1186/s12940-020-00659-x
COVID-19's impact on neurology and national solutions through education|10.12968/bjnn.2020.16.5.209
Deep Brain Stimulation of the Subthalamic, Accumbens, or Caudate Nuclei for Patients With Severe Obsessive-Compulsive Disorder: A Randomized Crossover Controlled Study|10.1016/j.biopsych.2020.07.013
Microglia modulate neurodegeneration in Alzheimer’s and Parkinson’s diseases|10.1126/science.abb8587
Pathway-specific dysregulation of striatal excitatory synapses by LRRK2 mutations|10.7554/elife.58997
Analysis of heterozygous PRKN variants and copy number variations in Parkinson's disease|10.1016/j.parkreldis.2020.06.123
Approach to Cognitive Impairment in Parkinson’s Disease|10.1007/s13311-020-00963-x
Approaches to Disease Modification for Parkinson’s Disease: Clinical Trials and Lessons Learned|10.1007/s13311-020-00964-w
Association of caffeine and related analytes with resistance to Parkinson disease among LRRK2 mutation carriers|10.1212/wnl.0000000000010863
BDNF rs6265 Variant Alters Outcomes with Levodopa in Early-Stage Parkinson's Disease|10.1007/s13311-020-00965-9
Characteristics, treatment patterns and disease burden of people with Parkinson's disease in the Parkinson's disease real-world impact assessment (PRISM) study|10.1016/j.parkreldis.2020.06.312
Comparison of Patient and Expert Perceptions of the Attainment of Research Milestones in Parkinson's Disease|10.1002/mds.28319
Complementary Therapies in Parkinson Disease: a Review of Acupuncture, Tai Chi, Qi Gong, Yoga, and Cannabis|10.1007/s13311-020-00900-y
Comprehensive Analysis of Familial Parkinsonism Genes in Rapid‐Eye‐Movement Sleep Behavior Disorder|10.1002/mds.28318
Current Management of Tics and Tourette Syndrome: Behavioral, Pharmacologic, and Surgical Treatments|10.1007/s13311-020-00914-6
Detecting bradykinesia in early morning “OFF” episodes: a large database study using the Personal KinetiGraph® (PKG®)|10.1016/j.parkreldis.2020.06.322
Differences in the Presentation and Progression of Parkinson's Disease by Sex|10.1002/mds.28312
Emerging Targeted Therapeutics for Genetic Subtypes of Parkinsonism|10.1007/s13311-020-00920-8
Evaluation of motor response inhibition in Parkinson's Disease and Alzheimer's Disease|10.1016/j.parkreldis.2020.06.314
Exploring the clinical burden of OFF periods in Parkinson disease|10.37765/ajmc.2020.88517
Exposure-response efficacy model of apomorphine sublingual film for the on-demand treatment of “OFF” episodes in patients with Parkinson's disease|10.1016/j.parkreldis.2020.06.311
Gene and Cell-Based Therapies for Parkinson's Disease: Where Are We?|10.1007/s13311-020-00940-4
If LRRK2 Set the Fire, Can Nonsteroidal Anti‐inflammatory Drugs Wet the Flames?|10.1002/mds.28240
Impact of Levodopa/Carbidopa Intestinal Gel Delivery on CarePartner Burden and Quality of Life: Survey by Parkinson & Movement disorder alliance|10.1016/j.parkreldis.2020.06.325
Impact of OFF periods on aspects of employment for people with Parkinson's disease|10.1016/j.parkreldis.2020.06.323
Long-term clinical outcomes of bilateral GPi deep brain stimulation in advanced Parkinson’s disease: 5 years and beyond|10.3171/2020.6.jns20617
Management of Tardive Syndrome: Medications and Surgical Treatments|10.1007/s13311-020-00898-3
Mechanisms behind Neurological Conditions Revealed, Adjusted|10.1089/gen.40.10.15
Meta-analysis of whole-exome sequencing data from two independent cohorts finds no evidence for rare variant enrichment in Parkinson disease associated loci|10.1371/journal.pone.0239824
Mitochondrial isolation: when size matters|10.12688/wellcomeopenres.16300.1;
Overcoming Barriers to Parkinson Disease Trial Participation: Increasing Diversity and Novel Designs for Recruitment and Retention|10.1007/s13311-020-00960-0
Pallidal Connectivity Profiling of Stimulation‐Induced Dyskinesia in Parkinson's Disease|10.1002/mds.28324
Parkinson’s Disease Detection Using Ensemble Architecture from MR Images|10.1109/bibe50027.2020.00167
Pathogenic LRRK2 requires secondary factors to induce cellular toxicity|10.1042/bsr20202225
PINK1 p.Leu347Pro mutations in Malays: Prevalence and illustrative cases|10.1016/j.parkreldis.2020.08.015
Somatic mutations in neurodegeneration: An update|10.1016/j.nbd.2020.105021
The economic impact of OFF periods in Parkinson disease|10.37765/ajmc.2020.88518
The financial burden of Parkinson's disease is greater for caregivers of people experiencing OFF periods|10.1016/j.parkreldis.2020.06.313
The HoloLens Augmented Reality System Provides Valid Measures of Gait Performance in Healthy Adults|10.1109/thms.2020.3016082
The impact of motor and non-motor wearing-off on the quality of life of patients with Parkinson's disease|10.1016/j.parkreldis.2020.06.324
Topography of Cholinergic Changes in Dementia With Lewy Bodies and Key Neural Network Hubs|10.1176/appi.neuropsych.19070165
A Stearoyl–Coenzyme A Desaturase Inhibitor Prevents Multiple Parkinson Disease Phenotypes in α‐Synuclein Mice|10.1002/ana.25920
Biomarker Use for Dementia With Lewy Body Diagnosis|10.1097/wad.0000000000000414
Involvement of dopaminergic signaling in the cross talk between the renin-angiotensin system and inflammation|10.1007/s00281-020-00819-8
Mitomycin-C treatment during differentiation of induced pluripotent stem cell-derived dopamine neurons reduces proliferation without compromising survival or function in vivo|10.1002/sctm.20-0014
Conversational analysis of consciousness during seizures|10.1016/j.yebeh.2020.107486
Deep brain stimulation of the ventralis oralis anterior thalamic nucleus is effective for dystonic tremor|10.1016/j.parkreldis.2020.09.040
Dopamine imaging in prodromal Parkinson disease trials|10.1212/wnl.0000000000010957
Multi-layer Trajectory Clustering: a Network Algorithm for Disease Subtyping|10.1088/2057-1976/abad8f
The exploration of Parkinson’s disease: a multi-modal data analysis of resting functional magnetic resonance imaging and gene data|10.1007/s11682-020-00392-6
The UF Deep Brain Stimulation Cognitive Rating Scale (DBS-CRS): Clinical Decision Making, Validity, and Outcomes|10.3389/fnhum.2020.578216
Differential Associations of Apolipoprotein E ε4 Genotype With Attentional Abilities Across the Life Span of Individuals With Down Syndrome|10.1001/jamanetworkopen.2020.18221
Skin α-Synuclein Aggregation Seeding Activity as a Novel Biomarker for Parkinson Disease|10.1001/jamaneurol.2020.3311
The Lysosome and Nonmotor Symptoms: Linking Parkinson's Disease and Lysosomal Storage Disorders|10.1002/mds.28232
Kinematic but not clinical measures predict falls in Parkinson-related orthostatic hypotension|10.1007/s00415-020-10240-8
Novel Programming Features Help Alleviate Subthalamic Nucleus Stimulation‐Induced Side Effects|10.1002/mds.28252
Statistical Agnostic Mapping: A framework in neuroimaging based on concentration inequalities|10.1016/j.inffus.2020.09.008
Time will tell: Decision making in premanifest and manifest Huntington’s disease|10.1002/brb3.1843
145th Annual Meeting American Neurological Association|10.1002/ana.25865
Alternative Splicing Regulation of an Alzheimer’s Risk Variant in CLU|10.3390/ijms21197079
Brain Alchemy: Transforming Astrocytes into Neurons for Neurodegenerative Disease|10.1002/mdc3.13090
Deficiency of the serine peptidase Kallikrein 6 does not affect the levels and the pathological accumulation of a‐synuclein in mouse brain|10.1111/jnc.15199
Diffusion Tensor Imaging in Parkinson's Disease and Parkinsonian Syndrome: A Systematic Review|10.3389/fneur.2020.531993
Duration of Symptom Relief Between Injections for AbobotulinumtoxinA (Dysport®) in Spastic Paresis and Cervical Dystonia: Comparison of Evidence From Clinical Studies|10.3389/fneur.2020.576117
GBA-Associated Synucleinopathies: Prime Candidates for Alpha-Synuclein Targeting Compounds|10.3389/fcell.2020.562522
Analysis of Heterozygous PRKN Variants and Copy‐Number Variations in Parkinson's Disease|10.1002/mds.28299
Longitudinal association between dopamine agonists and weight in Parkinson's disease|10.1016/j.parkreldis.2020.09.037
Quality improvement in neurology|10.1212/wnl.0000000000010634
Non‐coding variants in MYH11, FZD3, and SORCS3 are associated with dementia in women|10.1002/alz.12181
Blinded RT‐QuIC Analysis of α‐Synuclein Biomarker in Skin Tissue From Parkinson's Disease Patients|10.1002/mds.28242
Fast Purification of Recombinant Monomeric Amyloid-β from E. coli and Amyloid-β-mCherry Aggregates from Mammalian Cells|10.1021/acschemneuro.0c00300
Gaps, Controversies, and Proposed Roadmap for Research in Normal Pressure Hydrocephalus|10.1002/mds.28251
How specific are the conformation-specific α-synuclein antibodies? Characterization and validation of 16 α-synuclein conformation-specific antibodies using well-characterized preparations of α-synuclein monomers, fibrils and oligomers with distinct structures and morphology|10.1016/j.nbd.2020.105086
Tactile Temporal Discrimination Is Impaired in Myoclonus‐Dystonia|10.1002/mds.28253
The D1/D5 Dopamine Partial Agonist PF-06412562 in Advanced-Stage Parkinson’s Disease: A Feasibility Study|10.3233/jpd-202188
Brain 5‐HT1A Receptor Binding in Multiple System Atrophy: An [18F]‐MPPF PET Study|10.1002/mds.28295
Enabling precision rehabilitation interventions using wearable sensors and machine learning to track motor recovery|10.1038/s41746-020-00328-w
Identifying Risk Genes and Interpreting Pathogenesis for Parkinson’s Disease by a Multiomics Analysis|10.3390/genes11091100
REM sleep behavior disorder in early Parkinson’s disease predicts the rapid dopaminergic denervation|10.1016/j.parkreldis.2020.09.032
Fibrillation and molecular characteristics are coherent with clinical and pathological features of 4-repeat tauopathy caused by MAPT variant G273R|10.1016/j.nbd.2020.105079
The multi‐faceted role of mitochondria in the pathology of Parkinson’s disease|10.1111/jnc.15154
Anxiety in Parkinson's disease is associated with changes in the brain fear circuit|10.1016/j.parkreldis.2020.09.020
Expanding Data Collection for the MDSGene Database: X‐linked Dystonia‐Parkinsonism as Use Case Example|10.1002/mds.28289
Program and Abstracts of the 31st International Symposium on the Autonomic Nervous System|10.1007/s10286-020-00728-8
DYT-TUBB4A (DYT4 Dystonia)|10.1212/wnl.0000000000010882
How firms undertake organizational changes to shift to more-exploratory strategies: A process perspective|10.1016/j.respol.2020.104118
Identification and in vitro characterization of C05-01, a PBB3 derivative with improved affinity for alpha-synuclein|10.1016/j.brainres.2020.147131
Association of transient orthostatic hypotension with falls and syncope in patients with Parkinson disease|10.1212/wnl.0000000000010749
Associations of mitochondrial genomic variation with corticobasal degeneration, progressive supranuclear palsy, and neuropathological tau measures|10.1186/s40478-020-01035-z
Gene expression within the periaqueductal gray is linked to vocal behavior and early-onset parkinsonism in Pink1 knockout rats|10.1186/s12864-020-07037-4
Post-mortem ventricular cerebrospinal fluid cell-free-mtDNA in neurodegenerative disease|10.1038/s41598-020-72190-5
Reply to: “A New Day: The Role of Telemedicine in Reshaping Care for Persons With Movement Disorders”|10.1002/mds.28315
Automated Analysis of Diffusion‐Weighted Magnetic Resonance Imaging for the Differential Diagnosis of Multiple System Atrophy from Parkinson's Disease|10.1002/mds.28281
Connecting Viral Pandemics to Ecological Population Growth Models|10.25334/kkgc-w370
Developing therapies for Parkinson's disease|10.1016/s1474-4422(20)30320-3
Orthostatic hypotension preceding dementia with Lewy bodies by over 15 years: a clinicopathologic case report|10.1007/s10286-020-00730-0
Reply to: Nonfatal Drowning in People with Parkinson's Disease|10.1002/mdc3.13080
A Survey of Rare Epigenetic Variation in 23,116 Human Genomes Identifies Disease-Relevant Epivariations and CGG Expansions|10.1016/j.ajhg.2020.08.019
Assessment of Wearing Off in Parkinson’s disease using objective measurement|10.1007/s00415-020-10222-w
Dysarthria and Speech Intelligibility Following Parkinson’s Disease Globus Pallidus Internus Deep Brain Stimulation|10.3233/jpd-202246
The Emerging Role of RHOT1/Miro1 in the Pathogenesis of Parkinson's Disease|10.3389/fneur.2020.00587
A Comparative Photophysical Study of Structural Modifications of Thioflavin T-Inspired Fluorophores|10.1021/acs.jpclett.0c01549
